title,author,isbn_13,format_code,location_code,notes,cover_url
Hercule Poirot's Christmas,Agatha Christie,9780553119251.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9780553119251-L.jpg
Hickory Dickory Death,Agatha Christie,9789504908043.0,PB,F2-B26-S04,,https://covers.openlibrary.org/b/isbn/9789504908043-L.jpg
Hickory Dickory Death,Agatha Christie,9789504908043.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9789504908043-L.jpg
His Last Bow [8 stories],Arthur Conan Doyle,9798774492824.0,PB,F2-B19-S05,,https://covers.openlibrary.org/b/isbn/9798774492824-L.jpg
His Last Bow [8 stories],Arthur Conan Doyle,9798774492824.0,ACD,F1-B23-S05,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9798774492824-L.jpg
"History of Cleopatra, queen of Egypt",Jacob Abbott,9781554456253.0,PB,F1-B10-S08,,https://covers.openlibrary.org/b/isbn/9781554456253-L.jpg
"History of Cleopatra, queen of Egypt",Jacob Abbott,9781554456253.0,PB,F1-B10-S08,,https://covers.openlibrary.org/b/isbn/9781554456253-L.jpg
"History of Cleopatra, queen of Egypt",Jacob Abbott,9781554456253.0,PB,F1-B10-S08,,https://covers.openlibrary.org/b/isbn/9781554456253-L.jpg
"History of Cleopatra, queen of Egypt",Jacob Abbott,9781554456253.0,PB,F1-B10-S08,,https://covers.openlibrary.org/b/isbn/9781554456253-L.jpg
"History of Cleopatra, queen of Egypt",Jacob Abbott,9781554456253.0,PB,F1-B10-S08,,https://covers.openlibrary.org/b/isbn/9781554456253-L.jpg
Hitchcock,François Truffaut,9783453861411.0,PB,F2-B08-S08,,https://covers.openlibrary.org/b/isbn/9783453861411-L.jpg
Hitchcock,François Truffaut,9783453861411.0,PB,F2-B08-S08,,https://covers.openlibrary.org/b/isbn/9783453861411-L.jpg
Hitchcock,François Truffaut,9783453861411.0,PB,F2-B08-S08,,https://covers.openlibrary.org/b/isbn/9783453861411-L.jpg
Hitchcock,François Truffaut,9783453861411.0,PB,F2-B08-S08,,https://covers.openlibrary.org/b/isbn/9783453861411-L.jpg
Houghton Mifflin Vocabulary Readers,Houghton Mifflin Company Staff,9780618673254.0,PB,F2-B04-S09,,https://covers.openlibrary.org/b/isbn/9780618673254-L.jpg
Houghton Mifflin Vocabulary Readers,Houghton Mifflin Company Staff,9780618673254.0,LP,F1-B07-S04,Large print edition; Staff pick,https://covers.openlibrary.org/b/isbn/9780618673254-L.jpg
Hour Game,David Baldacci,9781600242182.0,PB,F2-B26-S01,,https://covers.openlibrary.org/b/isbn/9781600242182-L.jpg
Hour Game,David Baldacci,9781600242182.0,ACD,F0-B11-S03,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781600242182-L.jpg
Hour Game,David Baldacci,9781600242182.0,PB,F2-B26-S01,,https://covers.openlibrary.org/b/isbn/9781600242182-L.jpg
Hour Game,David Baldacci,9781600242182.0,LP,F1-B09-S03,Large print edition,https://covers.openlibrary.org/b/isbn/9781600242182-L.jpg
Hour Game,David Baldacci,9781600242182.0,LP,F1-B09-S03,Large print edition,https://covers.openlibrary.org/b/isbn/9781600242182-L.jpg
I am the Cheese,Robert Cormier,9780440940609.0,PB,F2-B08-S04,,https://covers.openlibrary.org/b/isbn/9780440940609-L.jpg
I am the Cheese,Robert Cormier,9780440940609.0,ADIG,,Audiobook (digital); Staff pick,https://covers.openlibrary.org/b/isbn/9780440940609-L.jpg
I Have No Mouth and I Must Scream,Harlan Ellison,9780441363957.0,PB,F1-B22-S06,Donated copy,https://covers.openlibrary.org/b/isbn/9780441363957-L.jpg
I Have No Mouth and I Must Scream,Harlan Ellison,9780441363957.0,PB,F1-B22-S06,Donated copy,https://covers.openlibrary.org/b/isbn/9780441363957-L.jpg
I Have No Mouth and I Must Scream,Harlan Ellison,9780441363957.0,PB,F1-B22-S06,Donated copy,https://covers.openlibrary.org/b/isbn/9780441363957-L.jpg
I Have No Mouth and I Must Scream,Harlan Ellison,9780441363957.0,ACD,F1-B17-S05,Donated copy; Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780441363957-L.jpg
Immortal in death,Nora Roberts,9780753173817.0,PB,F1-B28-S03,,https://covers.openlibrary.org/b/isbn/9780753173817-L.jpg
Immortal in death,Nora Roberts,9780753173817.0,PB,F1-B28-S03,,https://covers.openlibrary.org/b/isbn/9780753173817-L.jpg
Immortal in death,Nora Roberts,9780753173817.0,PB,F1-B28-S03,,https://covers.openlibrary.org/b/isbn/9780753173817-L.jpg
Immortal in death,Nora Roberts,9780753173817.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780753173817-L.jpg
Implementation of the Helsinki accords,United States. Congress. Commission on Security and Cooperation in Europe,9780160375903.0,PB,F1-B01-S02,,https://covers.openlibrary.org/b/isbn/9780160375903-L.jpg
Implementation of the Helsinki accords,United States. Congress. Commission on Security and Cooperation in Europe,9780160375903.0,PB,F1-B01-S02,,https://covers.openlibrary.org/b/isbn/9780160375903-L.jpg
Implementation of the Helsinki accords,United States. Congress. Commission on Security and Cooperation in Europe,9780160375903.0,PB,F1-B01-S02,,https://covers.openlibrary.org/b/isbn/9780160375903-L.jpg
Implementation of the Helsinki accords,United States. Congress. Commission on Security and Cooperation in Europe,9780160375903.0,LP,F1-B02-S06,Large print edition,https://covers.openlibrary.org/b/isbn/9780160375903-L.jpg
"In a Dark, Dark Wood",Ruth Ware,9780099598244.0,LP,F1-B25-S04,Large print edition,https://covers.openlibrary.org/b/isbn/9780099598244-L.jpg
In Cold Blood,Truman Capote,9780451099587.0,PB,F1-B23-S05,,https://covers.openlibrary.org/b/isbn/9780451099587-L.jpg
In Cold Blood,Truman Capote,9780451099587.0,LP,F1-B26-S10,Large print edition,https://covers.openlibrary.org/b/isbn/9780451099587-L.jpg
In the Woods,Tana French,9781429534314.0,PB,F2-B11-S03,,https://covers.openlibrary.org/b/isbn/9781429534314-L.jpg
In the Woods,Tana French,9781429534314.0,LP,F1-B23-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9781429534314-L.jpg
In the Woods,Tana French,9781429534314.0,PB,F2-B11-S03,,https://covers.openlibrary.org/b/isbn/9781429534314-L.jpg
In the Woods,Tana French,9781429534314.0,PB,F2-B11-S03,,https://covers.openlibrary.org/b/isbn/9781429534314-L.jpg
It's Trevor Noah,Trevor Noah,9780525582175.0,PB,F2-B05-S05,,https://covers.openlibrary.org/b/isbn/9780525582175-L.jpg
It's Trevor Noah,Trevor Noah,9780525582175.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780525582175-L.jpg
Jacob's Room,Virginia Woolf,9780141915418.0,PB,F1-B03-S01,,https://covers.openlibrary.org/b/isbn/9780141915418-L.jpg
Jacob's Room,Virginia Woolf,9780141915418.0,ACD,F0-B14-S08,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780141915418-L.jpg
Jacob's Room,Virginia Woolf,9780141915418.0,LP,F1-B14-S06,Large print edition,https://covers.openlibrary.org/b/isbn/9780141915418-L.jpg
Jacob's Room,Virginia Woolf,9780141915418.0,PB,F1-B03-S01,,https://covers.openlibrary.org/b/isbn/9780141915418-L.jpg
Jacob's Room,Virginia Woolf,9780141915418.0,PB,F1-B03-S01,,https://covers.openlibrary.org/b/isbn/9780141915418-L.jpg
James and the Giant Peach,Roald Dahl,9780553151138.0,PB,F2-B19-S03,,https://covers.openlibrary.org/b/isbn/9780553151138-L.jpg
James and the Giant Peach,Roald Dahl,9780553151138.0,LP,F1-B26-S03,Large print edition,https://covers.openlibrary.org/b/isbn/9780553151138-L.jpg
James and the Giant Peach,Roald Dahl,9780553151138.0,ACD,F0-B02-S05,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780553151138-L.jpg
James and the Giant Peach,Roald Dahl,9780553151138.0,PB,F2-B19-S03,,https://covers.openlibrary.org/b/isbn/9780553151138-L.jpg
Jo's Boys,Louisa May Alcott,9781412165068.0,PB,F2-B17-S03,,https://covers.openlibrary.org/b/isbn/9781412165068-L.jpg
Jo's Boys,Louisa May Alcott,9781412165068.0,PB,F2-B17-S03,,https://covers.openlibrary.org/b/isbn/9781412165068-L.jpg
Jo's Boys,Louisa May Alcott,9781412165068.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781412165068-L.jpg
Jo's Boys,Louisa May Alcott,9781412165068.0,PB,F2-B17-S03,,https://covers.openlibrary.org/b/isbn/9781412165068-L.jpg
Jo's Boys,Louisa May Alcott,9781412165068.0,PB,F2-B17-S03,,https://covers.openlibrary.org/b/isbn/9781412165068-L.jpg
Just Mercy,Bryan Stevenson,9780593133934.0,PB,F1-B20-S03,,https://covers.openlibrary.org/b/isbn/9780593133934-L.jpg
Just Mercy,Bryan Stevenson,9780593133934.0,PB,F1-B20-S03,,https://covers.openlibrary.org/b/isbn/9780593133934-L.jpg
Just Mercy,Bryan Stevenson,9780593133934.0,PB,F1-B20-S03,,https://covers.openlibrary.org/b/isbn/9780593133934-L.jpg
Just Mercy,Bryan Stevenson,9780593133934.0,ACD,F0-B19-S06,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780593133934-L.jpg
Just Mercy,Bryan Stevenson,9780593133934.0,PB,F1-B20-S03,,https://covers.openlibrary.org/b/isbn/9780593133934-L.jpg
Just So Stories,Rudyard Kipling,9798451898277.0,PB,F2-B11-S01,,https://covers.openlibrary.org/b/isbn/9798451898277-L.jpg
Just So Stories,Rudyard Kipling,9798451898277.0,LP,F1-B19-S01,Large print edition,https://covers.openlibrary.org/b/isbn/9798451898277-L.jpg
Just So Stories,Rudyard Kipling,9798451898277.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9798451898277-L.jpg
Just So Stories,Rudyard Kipling,9798451898277.0,PB,F2-B11-S01,,https://covers.openlibrary.org/b/isbn/9798451898277-L.jpg
Kill Alex Cross,James Patterson,9780099550044.0,PB,F2-B25-S06,,https://covers.openlibrary.org/b/isbn/9780099550044-L.jpg
Kill Alex Cross,James Patterson,9780099550044.0,ACD,F0-B10-S07,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780099550044-L.jpg
Killers of the Flower Moon,David Grann,9781398528482.0,PB,F2-B16-S08,,https://covers.openlibrary.org/b/isbn/9781398528482-L.jpg
Killers of the Flower Moon,David Grann,9781398528482.0,LP,F1-B15-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9781398528482-L.jpg
Killers of the Flower Moon,David Grann,9781398528482.0,PB,F2-B16-S08,,https://covers.openlibrary.org/b/isbn/9781398528482-L.jpg
Killers of the Flower Moon,David Grann,9781398528482.0,PB,F2-B16-S08,,https://covers.openlibrary.org/b/isbn/9781398528482-L.jpg
Killing for Company,Brian Masters,9780679424253.0,PB,F2-B01-S09,,https://covers.openlibrary.org/b/isbn/9780679424253-L.jpg
Killing for Company,Brian Masters,9780679424253.0,PB,F2-B01-S09,,https://covers.openlibrary.org/b/isbn/9780679424253-L.jpg
Killing for Company,Brian Masters,9780679424253.0,PB,F2-B01-S09,,https://covers.openlibrary.org/b/isbn/9780679424253-L.jpg
Killing for Company,Brian Masters,9780679424253.0,PB,F2-B01-S09,,https://covers.openlibrary.org/b/isbn/9780679424253-L.jpg
Killing for Company,Brian Masters,9780679424253.0,PB,F2-B01-S09,,https://covers.openlibrary.org/b/isbn/9780679424253-L.jpg
Labyrinths,Jorge Luis Borges,9780811200127.0,PB,F2-B01-S03,,https://covers.openlibrary.org/b/isbn/9780811200127-L.jpg
Labyrinths,Jorge Luis Borges,9780811200127.0,ACD,F0-B06-S03,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780811200127-L.jpg
Labyrinths,Jorge Luis Borges,9780811200127.0,PB,F2-B01-S03,,https://covers.openlibrary.org/b/isbn/9780811200127-L.jpg
Labyrinths,Jorge Luis Borges,9780811200127.0,LP,F1-B24-S08,Large print edition,https://covers.openlibrary.org/b/isbn/9780811200127-L.jpg
Little Brother,Cory Doctorow,9780902756670.0,PB,F1-B12-S04,,https://covers.openlibrary.org/b/isbn/9780902756670-L.jpg
Little Brother,Cory Doctorow,9780902756670.0,PB,F1-B12-S04,,https://covers.openlibrary.org/b/isbn/9780902756670-L.jpg
Little Brother,Cory Doctorow,9780902756670.0,PB,F1-B12-S04,,https://covers.openlibrary.org/b/isbn/9780902756670-L.jpg
Little Brother,Cory Doctorow,9780902756670.0,PB,F1-B12-S04,,https://covers.openlibrary.org/b/isbn/9780902756670-L.jpg
Little House in the Big Woods,Laura Ingalls Wilder,9788949140285.0,PB,F1-B06-S01,,https://covers.openlibrary.org/b/isbn/9788949140285-L.jpg
Little House in the Big Woods,Laura Ingalls Wilder,9788949140285.0,PB,F1-B06-S01,,https://covers.openlibrary.org/b/isbn/9788949140285-L.jpg
Little House in the Big Woods,Laura Ingalls Wilder,9788949140285.0,PB,F1-B06-S01,,https://covers.openlibrary.org/b/isbn/9788949140285-L.jpg
Little House in the Big Woods,Laura Ingalls Wilder,9788949140285.0,PB,F1-B06-S01,,https://covers.openlibrary.org/b/isbn/9788949140285-L.jpg
Little House in the Big Woods,Laura Ingalls Wilder,9788949140285.0,LP,F1-B11-S02,Large print edition,https://covers.openlibrary.org/b/isbn/9788949140285-L.jpg
Little House on the Prairie,Laura Ingalls Wilder,9780749709303.0,PB,F2-B13-S10,,https://covers.openlibrary.org/b/isbn/9780749709303-L.jpg
Little House on the Prairie,Laura Ingalls Wilder,9780749709303.0,PB,F2-B13-S10,,https://covers.openlibrary.org/b/isbn/9780749709303-L.jpg
Little House on the Prairie,Laura Ingalls Wilder,9780749709303.0,PB,F2-B13-S10,,https://covers.openlibrary.org/b/isbn/9780749709303-L.jpg
Little House on the Prairie,Laura Ingalls Wilder,9780749709303.0,PB,F2-B13-S10,,https://covers.openlibrary.org/b/isbn/9780749709303-L.jpg
Little House on the Prairie,Laura Ingalls Wilder,9780749709303.0,PB,F2-B13-S10,,https://covers.openlibrary.org/b/isbn/9780749709303-L.jpg
"Mary, Mary",James Patterson,9780466619035.0,PB,F2-B24-S05,,https://covers.openlibrary.org/b/isbn/9780466619035-L.jpg
"Mary, Mary",James Patterson,9780466619035.0,PB,F2-B24-S05,,https://covers.openlibrary.org/b/isbn/9780466619035-L.jpg
"Mary, Mary",James Patterson,9780466619035.0,PB,F2-B24-S05,,https://covers.openlibrary.org/b/isbn/9780466619035-L.jpg
"Mary, Mary",James Patterson,9780466619035.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780466619035-L.jpg
"Mary, Mary",James Patterson,9780466619035.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780466619035-L.jpg
Master of the Game,Sidney Sheldon,9785237047516.0,PB,F1-B08-S07,,https://covers.openlibrary.org/b/isbn/9785237047516-L.jpg
Master of the Game,Sidney Sheldon,9785237047516.0,PB,F1-B08-S07,,https://covers.openlibrary.org/b/isbn/9785237047516-L.jpg
Master of the Game,Sidney Sheldon,9785237047516.0,PB,F1-B08-S07,,https://covers.openlibrary.org/b/isbn/9785237047516-L.jpg
Master of the Game,Sidney Sheldon,9785237047516.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9785237047516-L.jpg
Memoirs of Sherlock Holmes [11 stories],Arthur Conan Doyle,9781980881995.0,PB,F2-B03-S09,Staff pick,https://covers.openlibrary.org/b/isbn/9781980881995-L.jpg
Memoirs of Sherlock Holmes [11 stories],Arthur Conan Doyle,9781980881995.0,ACD,F1-B13-S07,Staff pick; Audiobook (CD),https://covers.openlibrary.org/b/isbn/9781980881995-L.jpg
Memoirs of Sherlock Holmes [11 stories],Arthur Conan Doyle,9781980881995.0,PB,F2-B03-S09,Staff pick,https://covers.openlibrary.org/b/isbn/9781980881995-L.jpg
Memoirs of Sherlock Holmes [11 stories],Arthur Conan Doyle,9781980881995.0,LP,F1-B11-S07,Staff pick; Large print edition,https://covers.openlibrary.org/b/isbn/9781980881995-L.jpg
Memoirs of Sherlock Holmes [11 stories],Arthur Conan Doyle,9781980881995.0,PB,F2-B03-S09,Staff pick,https://covers.openlibrary.org/b/isbn/9781980881995-L.jpg
Men Explain Things To Me,Rebecca Solnit,9782823612585.0,PB,F1-B05-S01,,https://covers.openlibrary.org/b/isbn/9782823612585-L.jpg
Men Explain Things To Me,Rebecca Solnit,9782823612585.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9782823612585-L.jpg
Men Explain Things To Me,Rebecca Solnit,9782823612585.0,ACD,F0-B12-S04,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9782823612585-L.jpg
Men Explain Things To Me,Rebecca Solnit,9782823612585.0,PB,F1-B05-S01,,https://covers.openlibrary.org/b/isbn/9782823612585-L.jpg
Men Explain Things To Me,Rebecca Solnit,9782823612585.0,PB,F1-B05-S01,,https://covers.openlibrary.org/b/isbn/9782823612585-L.jpg
Midnight in the Garden of Good and Evil,John Berendt,9780679449447.0,PB,F1-B28-S02,Replacement case,https://covers.openlibrary.org/b/isbn/9780679449447-L.jpg
Midnight in the Garden of Good and Evil,John Berendt,9780679449447.0,PB,F1-B28-S02,Replacement case,https://covers.openlibrary.org/b/isbn/9780679449447-L.jpg
Midnight in the Garden of Good and Evil,John Berendt,9780679449447.0,PB,F1-B28-S02,Replacement case,https://covers.openlibrary.org/b/isbn/9780679449447-L.jpg
Midnight in the Garden of Good and Evil,John Berendt,9780679449447.0,LP,F1-B22-S02,Replacement case; Large print edition,https://covers.openlibrary.org/b/isbn/9780679449447-L.jpg
Monkey Wrench Gang (2233),Edward Abbey,9780860721352.0,PB,F1-B15-S01,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9780860721352-L.jpg
Monkey Wrench Gang (2233),Edward Abbey,9780860721352.0,ACD,F1-B22-S02,Popular title - keep on display; Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780860721352-L.jpg
Monkey Wrench Gang (2233),Edward Abbey,9780860721352.0,LP,F1-B23-S08,Popular title - keep on display; Large print edition,https://covers.openlibrary.org/b/isbn/9780860721352-L.jpg
Monkey Wrench Gang (2233),Edward Abbey,9780860721352.0,ACD,F1-B22-S02,Popular title - keep on display; Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780860721352-L.jpg
Monkey Wrench Gang (2233),Edward Abbey,9780860721352.0,PB,F1-B15-S01,Popular title - keep on display,https://covers.openlibrary.org/b/isbn/9780860721352-L.jpg
Mother Night,Kurt Vonnegut,9780440558538.0,PB,F2-B25-S08,,https://covers.openlibrary.org/b/isbn/9780440558538-L.jpg
Mother Night,Kurt Vonnegut,9780440558538.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9780440558538-L.jpg
Mother Night,Kurt Vonnegut,9780440558538.0,PB,F2-B25-S08,,https://covers.openlibrary.org/b/isbn/9780440558538-L.jpg
Mother Night,Kurt Vonnegut,9780440558538.0,PB,F2-B25-S08,,https://covers.openlibrary.org/b/isbn/9780440558538-L.jpg
Mother Night,Kurt Vonnegut,9780440558538.0,PB,F2-B25-S08,,https://covers.openlibrary.org/b/isbn/9780440558538-L.jpg
Mr. Justice Raffles,E. W. Hornung,9781796995190.0,PB,F1-B14-S10,,https://covers.openlibrary.org/b/isbn/9781796995190-L.jpg
Mr. Justice Raffles,E. W. Hornung,9781796995190.0,PB,F1-B14-S10,,https://covers.openlibrary.org/b/isbn/9781796995190-L.jpg
Mr. Justice Raffles,E. W. Hornung,9781796995190.0,PB,F1-B14-S10,,https://covers.openlibrary.org/b/isbn/9781796995190-L.jpg
Mr. Justice Raffles,E. W. Hornung,9781796995190.0,PB,F1-B14-S10,,https://covers.openlibrary.org/b/isbn/9781796995190-L.jpg
Mr. Justice Raffles,E. W. Hornung,9781796995190.0,PB,F1-B14-S10,,https://covers.openlibrary.org/b/isbn/9781796995190-L.jpg
Mrs. McGinty's Dead,Agatha Christie,9780671802912.0,PB,F2-B20-S03,,https://covers.openlibrary.org/b/isbn/9780671802912-L.jpg
Mrs. McGinty's Dead,Agatha Christie,9780671802912.0,PB,F2-B20-S03,,https://covers.openlibrary.org/b/isbn/9780671802912-L.jpg
Mrs. McGinty's Dead,Agatha Christie,9780671802912.0,PB,F2-B20-S03,,https://covers.openlibrary.org/b/isbn/9780671802912-L.jpg
Mrs. McGinty's Dead,Agatha Christie,9780671802912.0,PB,F2-B20-S03,,https://covers.openlibrary.org/b/isbn/9780671802912-L.jpg
Mrs. McGinty's Dead,Agatha Christie,9780671802912.0,PB,F2-B20-S03,,https://covers.openlibrary.org/b/isbn/9780671802912-L.jpg
Much Ado About Nothing,William Shakespeare,9781402207778.0,PB,F1-B23-S04,,https://covers.openlibrary.org/b/isbn/9781402207778-L.jpg
Much Ado About Nothing,William Shakespeare,9781402207778.0,LP,F1-B08-S07,Large print edition; Staff pick,https://covers.openlibrary.org/b/isbn/9781402207778-L.jpg
Murder on the Links,Agatha Christie,9783596166572.0,PB,F2-B28-S03,,https://covers.openlibrary.org/b/isbn/9783596166572-L.jpg
Murder on the Links,Agatha Christie,9783596166572.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9783596166572-L.jpg
Murder on the Orient Express,Agatha Christie,9781724929716.0,PB,F1-B12-S09,,https://covers.openlibrary.org/b/isbn/9781724929716-L.jpg
Murder on the Orient Express,Agatha Christie,9781724929716.0,PB,F1-B12-S09,,https://covers.openlibrary.org/b/isbn/9781724929716-L.jpg
Murder on the Orient Express,Agatha Christie,9781724929716.0,PB,F1-B12-S09,,https://covers.openlibrary.org/b/isbn/9781724929716-L.jpg
Murder on the Orient Express,Agatha Christie,9781724929716.0,PB,F1-B12-S09,,https://covers.openlibrary.org/b/isbn/9781724929716-L.jpg
My life in crime,John Kiriamiti,9789966566010.0,PB,F2-B09-S01,,https://covers.openlibrary.org/b/isbn/9789966566010-L.jpg
My life in crime,John Kiriamiti,9789966566010.0,EBK,,eBook edition,https://covers.openlibrary.org/b/isbn/9789966566010-L.jpg
N or M?,Agatha Christie,9780062449931.0,PB,F1-B13-S05,,https://covers.openlibrary.org/b/isbn/9780062449931-L.jpg
N or M?,Agatha Christie,9780062449931.0,PB,F1-B13-S05,,https://covers.openlibrary.org/b/isbn/9780062449931-L.jpg
N or M?,Agatha Christie,9780062449931.0,PB,F1-B13-S05,,https://covers.openlibrary.org/b/isbn/9780062449931-L.jpg
N or M?,Agatha Christie,9780062449931.0,PB,F1-B13-S05,,https://covers.openlibrary.org/b/isbn/9780062449931-L.jpg
Naked in Death,Nora Roberts,9780399151576.0,PB,F1-B04-S04,,https://covers.openlibrary.org/b/isbn/9780399151576-L.jpg
Naked in Death,Nora Roberts,9780399151576.0,PB,F1-B04-S04,,https://covers.openlibrary.org/b/isbn/9780399151576-L.jpg
Naked in Death,Nora Roberts,9780399151576.0,PB,F1-B04-S04,,https://covers.openlibrary.org/b/isbn/9780399151576-L.jpg
Naked in Death,Nora Roberts,9780399151576.0,PB,F1-B04-S04,,https://covers.openlibrary.org/b/isbn/9780399151576-L.jpg
Naked in Death,Nora Roberts,9780399151576.0,PB,F1-B04-S04,,https://covers.openlibrary.org/b/isbn/9780399151576-L.jpg
Native Son,Richard Wright,9780451025982.0,PB,F1-B10-S10,,https://covers.openlibrary.org/b/isbn/9780451025982-L.jpg
Native Son,Richard Wright,9780451025982.0,ACD,F1-B24-S03,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780451025982-L.jpg
Native Son,Richard Wright,9780451025982.0,LP,F1-B04-S03,Large print edition,https://covers.openlibrary.org/b/isbn/9780451025982-L.jpg
Native Son,Richard Wright,9780451025982.0,ACD,F1-B24-S03,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9780451025982-L.jpg
Nightmares & Dreamscapes,Stephen King,9788878249455.0,PB,F1-B12-S07,,https://covers.openlibrary.org/b/isbn/9788878249455-L.jpg
Nightmares & Dreamscapes,Stephen King,9788878249455.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9788878249455-L.jpg
Nightmares & Dreamscapes,Stephen King,9788878249455.0,PB,F1-B12-S07,,https://covers.openlibrary.org/b/isbn/9788878249455-L.jpg
Nightmares & Dreamscapes,Stephen King,9788878249455.0,PB,F1-B12-S07,,https://covers.openlibrary.org/b/isbn/9788878249455-L.jpg
Northern Lights,Philip Pullman,9789722361606.0,PB,F2-B21-S08,,https://covers.openlibrary.org/b/isbn/9789722361606-L.jpg
Northern Lights,Philip Pullman,9789722361606.0,LP,F1-B16-S06,Large print edition,https://covers.openlibrary.org/b/isbn/9789722361606-L.jpg
"Not a Penny More, Not a Penny Less",Jeffrey Archer,9780061007354.0,PB,F1-B25-S03,,https://covers.openlibrary.org/b/isbn/9780061007354-L.jpg
"Not a Penny More, Not a Penny Less",Jeffrey Archer,9780061007354.0,PB,F1-B25-S03,,https://covers.openlibrary.org/b/isbn/9780061007354-L.jpg
"Not a Penny More, Not a Penny Less",Jeffrey Archer,9780061007354.0,LP,F1-B17-S09,Large print edition,https://covers.openlibrary.org/b/isbn/9780061007354-L.jpg
"Not a Penny More, Not a Penny Less",Jeffrey Archer,9780061007354.0,PB,F1-B25-S03,,https://covers.openlibrary.org/b/isbn/9780061007354-L.jpg
On the Beach,Nevil Shute,9798411443691.0,PB,F1-B13-S08,,https://covers.openlibrary.org/b/isbn/9798411443691-L.jpg
On the Beach,Nevil Shute,9798411443691.0,PB,F1-B13-S08,,https://covers.openlibrary.org/b/isbn/9798411443691-L.jpg
On the Beach,Nevil Shute,9798411443691.0,ACD,F0-B11-S02,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9798411443691-L.jpg
On the Beach,Nevil Shute,9798411443691.0,PB,F1-B13-S08,,https://covers.openlibrary.org/b/isbn/9798411443691-L.jpg
On the Beach,Nevil Shute,9798411443691.0,ACD,F0-B11-S02,Audiobook (CD),https://covers.openlibrary.org/b/isbn/9798411443691-L.jpg
"One, Two, Buckle My Shoe",Agatha Christie,9783502559801.0,PB,F2-B26-S09,,https://covers.openlibrary.org/b/isbn/9783502559801-L.jpg
"One, Two, Buckle My Shoe",Agatha Christie,9783502559801.0,PB,F2-B26-S09,,https://covers.openlibrary.org/b/isbn/9783502559801-L.jpg
"One, Two, Buckle My Shoe",Agatha Christie,9783502559801.0,PB,F2-B26-S09,,https://covers.openlibrary.org/b/isbn/9783502559801-L.jpg
"One, Two, Buckle My Shoe",Agatha Christie,9783502559801.0,PB,F2-B26-S09,,https://covers.openlibrary.org/b/isbn/9783502559801-L.jpg
"One, Two, Buckle My Shoe",Agatha Christie,9783502559801.0,PB,F2-B26-S09,,https://covers.openlibrary.org/b/isbn/9783502559801-L.jpg
Ordeal by Innocence,Agatha Christie,9780061002786.0,PB,F1-B15-S06,,https://covers.openlibrary.org/b/isbn/9780061002786-L.jpg
Ordeal by Innocence,Agatha Christie,9780061002786.0,PB,F1-B15-S06,,https://covers.openlibrary.org/b/isbn/9780061002786-L.jpg
Ordeal by Innocence,Agatha Christie,9780061002786.0,PB,F1-B15-S06,,https://covers.openlibrary.org/b/isbn/9780061002786-L.jpg
Ordeal by Innocence,Agatha Christie,9780061002786.0,PB,F1-B15-S06,,https://covers.openlibrary.org/b/isbn/9780061002786-L.jpg
Ozma of Oz,L. Frank Baum,9781975934972.0,PB,F1-B05-S03,Slightly damaged cover,https://covers.openlibrary.org/b/isbn/9781975934972-L.jpg
Ozma of Oz,L. Frank Baum,9781975934972.0,ADIG,,Audiobook (digital),https://covers.openlibrary.org/b/isbn/9781975934972-L.jpg
Partners in Crime,Agatha Christie,9780007111503.0,PB,F1-B06-S07,,https://covers.openlibrary.org/b/isbn/9780007111503-L.jpg
